"student_id","predicted_bully_level"
8337,1.01516860913733
429,1.44133139469444
8667,1.13712172262749
595,1.45159289058786
4638,1.39176929451079
6438,1.47589988576401
6194,1.50219698427193
90,1.07389125189233
70,1.05601708295352
892,1.11787954561937
1557,1.77071501587295
8092,1.15449052488126
8669,2.15208708763259
6465,1.44342943067917
5505,1.4886258340342
2205,1.37913148674566
418,1.38812203337575
4155,1.1060726615623
8638,1.57566005166978
300,1.08401084415912
138,1.48539505495124
3475,1.26733074294198
6712,1.38356637438022
2517,1.75255519056394
4528,1.06114633369659
630,1.05597039144786
1082,1.29567107478364
2698,1.17519716870224
5159,1.29620606725594
4212,1.28582914734376
8539,1.39084952180199
5742,1.74818776916076
4481,1.33368391752895
4881,2.70369118540569
606,1.11602100030125
7179,1.12525292935883
8541,1.55914090238344
2019,1.21680089136452
7469,1.13293444927525
1552,1.66685946550277
4139,1.33498577837218
3900,1.89498468376461
1558,1.2887336049528
2006,1.29375939163536
8518,1.6425770131026
6092,1.95655861362799
3046,1.80535443328922
2436,1.13704716151556
5128,1.30479671335002
7683,1.11495813710216
3079,2.41900036184969
5882,1.08321525414332
7566,1.18578433569446
2590,1.19963394787702
5225,1.54743212693071
5967,1.74180982072891
5964,2.07134624986663
3052,1.70539251190343
7728,1.29587722418639
3424,1.34042578495712
8129,1.36455058859939
2541,2.04362672283372
7372,1.38743426761809
2984,1.44103009650696
7763,1.10630547820353
3302,1.41818845129624
8134,1.91163305685697
8214,1.17426718512327
8566,1.73170987196487
2444,1.37803056118499
1472,1.32919117354685
7813,1.48860373640437
4184,1.12754962335268
1913,1.82644865138369
809,1.08486699806303
2823,1.27986406317938
8627,1.12986006247494
658,1.42361359103025
3604,1.84681532504121
4138,1.38999132564635
1496,1.13226009158927
412,1.19504249741115
2059,1.2823582449569
3107,2.36547658993855
8266,1.2303871273552
4748,1.04868197779373
7884,1.4158814407823
3490,1.24374093597511
2983,1.38444895876664
1885,1.34253479754446
2298,1.51159416842348
8490,1.50354703598759
5232,1.31333020481192
4394,1.46340779693096
7821,1.16079742337833
1482,1.08552743456767
6843,1.59477406563916
226,1.16810566559433
8435,1.36977269996197
8212,1.5945616877791
5352,1.3798980304957
8601,1.4950823266084
4201,1.2478223582901
2306,1.29386228932755
8182,1.0753632995819
7020,1.35343298741245
4241,1.19912360398474
5145,1.43154419333396
2365,3.56309340615806
8293,1.22701311696322
4083,1.13963201847076
3848,1.14872986308527
6564,1.31726681622566
6487,1.21907444069208
3974,1.50902105601643
5455,1.23283580958209
6016,1.14822844386061
3720,1.29172220578764
3652,1.17092471895867
8054,1.17699559649416
6218,1.08559190193409
3681,1.1763591180357
395,1.37402841242877
7339,1.44290152974209
4958,1.24026501822203
99,1.34896946347875
1361,1.09036122285187
2722,1.22555547281263
5178,1.28286237343473
586,1.41020965305933
3273,1.48473976532252
4240,1.12143069840433
7076,1.05862058563904
2701,1.09121787030952
5208,1.44759612021317
7898,1.27429682522959
7002,1.2468458582007
1445,1.53252144684181
6503,1.33088072155801
7062,1.12319152759685
5494,1.59695479056283
1798,1.21757195648494
8058,1.03663443136611
465,1.56493469063027
2227,1.23269995762916
5423,1.05015299293952
2956,1.43528335559803
3957,1.21372409182776
573,1.20434450550461
140,1.41301306814579
7362,1.08710262506781
1921,1.36696135797026
1254,1.56228424939005
3335,1.09612039404418
2145,1.62102863061464
224,1.33609903436447
4969,1.38268507548102
4798,1.41639496391512
5210,2.03399324531893
3877,2.64644513125353
641,1.32348073187113
1116,1.27312386138151
1034,1.29441026437854
4020,1.38702442364415
4286,1.47940656090041
7640,1.22741659453307
1820,1.11670437528342
1108,1.50205344891655
5078,1.17691100777977
4093,1.22339896913384
1838,1.12551024854328
871,1.27157788803841
7166,1.58342846788037
3345,1.33221258632677
8190,1.06258577254353
1224,1.33180244740993
199,1.60383284294926
4819,1.41076834732377
222,1.14255004091249
5909,1.47417095264027
885,1.61937784051115
8656,1.08894100484777
8289,1.16056226535215
3259,1.37474670196573
3152,1.51812446121645
3915,1.30042941622233
4067,1.17956305761071
235,1.22950931163853
2067,1.83604064565282
1566,1.58263107192878
1284,1.58496794478038
2233,1.21656854575085
5418,1.68212200590578
432,1.04678757074234
2667,1.30624351229377
6742,1.29361147303394
3155,2.26058707243725
1782,1.30120955159712
1112,1.23733821270345
3871,1.22971960298356
6654,1.70136064593311
5385,1.54118784486113
7209,1.20651765238246
3192,3.19865567957793
5563,1.5915291654011
814,1.69072708659186
2842,1.12787056413959
2645,1.21375937858684
33,1.44491122910034
5137,1.18666521298941
675,1.2383150365084
6656,1.74494642392814
1282,1.41805286625926
5396,1.69690539110623
7243,1.25762580487494
5726,1.26694018705618
4342,1.30294883063931
1493,1.12950477983668
7256,1.09492351490716
6456,1.38982966480486
4133,1.14096438561305
712,1.10969243156744
6646,2.3998974840548
6227,2.10040742748609
6189,2.83122500471658
55,1.23843099543414
6177,1.59819869892873
1317,1.18690843942026
1513,1.20694234274934
4671,1.10838319229032
134,0.992682125945204
7650,1.50082191199704
644,1.20859221292049
4013,1.27919427259033
549,1.21575540864951
6151,1.17578722071407
4720,1.24059814536781
5777,1.43890259244993
7623,1.20676100284974
8334,1.17280416447562
3142,2.30467432679811
8545,2.59389686609367
767,1.24195914073448
7666,1.07641779680318
4547,1.0765323190761
6537,1.55289982534993
1867,1.11262493423957
4291,1.93136751011437
3237,2.40613099372578
1745,1.26440966034833
2457,1.17040170780811
175,1.2121317370628
8057,1.30422752194242
4612,1.37200029772458
3723,1.27391339646884
6501,1.69287030060105
4029,1.30289961505737
2021,1.96762695239109
5460,1.3873129512128
8171,1.32375845627718
2571,1.67693502715062
4793,1.22339409770402
3034,2.09206896568226
2729,1.84005158005501
4186,1.33901656396807
5651,1.31922942330284
3328,1.2814928906265
1430,1.7697105243986
5489,1.8301490178323
6351,1.38367583590854
6896,1.51210037858817
425,1.1058567755775
3105,1.69715582241555
5886,1.38795500155169
2288,1.75819257017141
8437,1.16044465286384
6492,2.30277565066516
1364,1.70116553169254
3346,1.1547023641031
7652,1.17867815464477
93,1.03790883694907
178,1.04766010563277
5929,1.81834717784622
1811,1.24351087347407
4461,1.20357066773212
6602,1.33373012930813
868,1.05984735945053
6672,1.62882160330631
7786,1.42315147781019
5313,1.31020784228514
5108,1.64772792500392
5521,1.44148857741686
6793,1.1968024253679
933,1.70443831372011
5461,1.18389498171759
7414,1.09445885265827
3733,1.11421108614224
5255,1.27207066429053
6746,1.07996804899588
3078,1.43038636483229
1300,1.1846039971528
2137,1.1893734131764
2450,1.52398761438258
6728,1.17093720352105
952,1.30671826328391
6453,1.30517247785362
1968,1.23892223437723
5868,1.17629702854191
5206,1.48598111828478
3419,1.19540068328506
6838,1.10777915893977
3699,1.17900402115114
7632,1.20960202296786
6650,1.21568365843547
8252,1.2764414958061
1596,1.78049871010752
7171,1.48511976874953
2275,1.32551984304074
1598,1.36698209700442
5277,2.38944945679028
997,1.20451902251181
5440,1.38841864049252
8312,1.8672665404663
8550,1.08275346857504
4749,1.13816451088312
6483,1.49855778370105
6172,1.41595918034716
4485,1.28364060399459
2584,1.0387333228805
7718,1.41818086388526
5022,1.30885682557339
1340,1.15030656619557
3149,1.95597019481206
325,1.08309324217097
2815,1.39590281179773
6839,1.33472977969133
8575,1.19102760858193
777,1.38936913009691
5244,1.53506795267723
2974,1.39285535652261
2813,1.1270767892722
4883,1.3568967527305
7468,1.22048237329293
738,1.32272248803705
8159,1.15068828145186
7604,1.31668469953911
4993,2.38880647843365
7068,1.09572100796787
1237,1.56665565968851
5566,1.08115639688958
5866,1.24612040845775
8076,2.16166376179823
4458,1.16788499041571
5048,1.63342077517645
8401,2.61606335188051
7375,1.07266761473638
3278,1.17837231843493
704,1.48081503491211
4189,1.32935898254967
4448,1.07518948861761
7874,1.20663968878361
473,1.57179235819905
4695,1.46487210764474
6965,1.25377476336941
5941,1.06852853112027
3268,1.41640445915412
2770,2.72791530008702
7378,1.70626833115261
3608,1.19221030941815
5558,1.19822131810703
2725,1.16041360833497
3073,1.20761823882197
2885,1.4649781524983
6515,1.66093110629182
6577,1.4643187258975
6125,1.42020776695505
3174,1.4576772968181
3818,1.21533678280746
8582,1.24002073709519
5332,1.86466847496807
7930,1.6286008267402
5645,1.12942689432304
8338,1.13283910524595
5870,1.66608223319384
5859,1.1395310290356
8099,1.44563494267243
7896,1.34252431027918
8629,1.40961909147853
6472,1.16330374386566
8552,1.46040406004294
1009,1.1481544774093
6578,1.42587395963768
1569,1.32128347526487
4702,1.46445447067542
3285,1.2091331504273
1114,1.47318527780685
5773,1.45781636209694
2377,1.12230378468901
6034,1.34489646543037
3728,1.42019024124098
1658,1.37242215578807
5261,1.11332741778127
5464,1.68382065543344
5509,1.91869436066225
6010,1.17002658166341
3291,1.37949329836149
3507,1.06668176044204
4145,1.17936215529813
5872,1.61923959994642
8557,1.14932214194702
3201,1.63005103885835
7504,1.55730949167939
4753,1.30402831273621
7710,1.79297864107319
1914,1.0868911295979
3282,1.29113035432202
228,1.03393370123551
758,1.9899456419056
36,1.12549929478027
2483,1.02278553973707
1251,1.3880774457526
6008,1.20093345492311
5855,1.30061220272891
5835,1.53347101631109
5287,1.12912110970406
5011,1.9954579421417
3671,1.04861513190963
2352,1.52006651715792
6482,1.40948399786752
2503,1.89162888948341
1789,1.07310777228606
215,2.34644427169123
4431,1.16467364563764
1989,1.42635419480779
5525,1.84470457410052
2709,2.24260993055995
6390,1.65235652817769
2530,1.09487642235606
8050,1.28755527903785
3448,1.66261049975976
3941,1.30851358196313
5602,1.26918291396645
7155,1.06152291204704
7638,1.27620768681548
2508,1.60201273202373
1839,1.16170773024492
669,1.29049848441092
6004,1.47383114646391
3810,1.30387737747289
8070,1.08569356098465
4170,2.36243845607577
8531,1.47560283206503
2374,1.13084723370634
3924,1.50321863809006
4132,1.78899082560363
6364,2.02412892505799
3855,1.14871528813893
2099,1.25571554504506
7940,1.08606191877248
3470,1.27706487779062
3868,1.16813284911115
6874,1.39197137621635
8333,1.3550746064545
6378,2.19467024434761
1657,1.21834138407768
1561,1.3623562943905
8595,1.20346818797422
5243,1.55411861805907
7741,1.43484749549291
3529,1.07678305380465
2853,1.84980262158519
375,1.15289015525564
2579,1.44300130063172
7110,1.32539916816042
4927,1.36987599058224
2428,1.04468126538232
5518,1.73329320686716
4649,1.36432663012353
1427,1.70062072290764
4469,1.10130380919334
2990,1.55572122698379
5780,1.32421520507991
8466,1.0992389252755
2302,1.84047143174438
2778,1.6349167483065
1212,1.12170689467874
5825,1.39793258141704
8636,1.23399987427815
3400,1.40750851012081
2162,1.29492770058724
5712,1.13917677290586
6099,1.08718885842548
7773,1.0863582470154
6280,1.72167218188529
3221,1.34434273257986
8224,1.07411418552765
2259,1.20003776236808
3255,1.40430991830331
2378,1.36617854438912
2061,1.68909480111952
5624,1.5351499162201
1296,1.16988993426873
4305,1.76328784539439
7503,1.58584318603321
4171,1.15038746613572
3007,2.51390871240596
5359,1.32618753658804
2548,1.26741616092939
5447,1.37690755007058
1599,1.56674982986344
4386,1.09043908125889
5526,1.37245142800323
6895,1.09810015959532
8007,1.85734629241596
1911,1.45348339522808
6311,1.29641515973154
5722,1.09939394389982
1674,1.15217407015166
5076,1.4394735011183
4894,1.83967120630869
5250,1.36817697262673
835,1.32773013628965
833,1.14425767808695
782,1.08016360044179
302,1.11790815308657
6408,1.23736126277467
1887,1.16540877843928
3914,1.2263091432504
2404,1.26722056567287
4648,1.03795502970209
524,2.09731738473005
1068,1.31967501776255
6296,1.35862497769076
7367,1.12463004670376
725,1.24642779099336
6205,2.079431470001
3370,1.35029711653985
2649,2.11512679382849
8428,1.35847634373093
3921,1.67614173050587
5962,1.39622221361381
3851,1.19660597086098
3229,1.85939204850622
4683,1.24443534947187
6836,1.35241563445802
6018,1.22773081596803
4444,1.04696299419922
7629,1.1280331778436
1523,1.41946852681577
8274,1.34802503744804
7160,1.44599710842166
5147,1.75909740377372
8502,1.33951829246001
5017,1.54217183925488
5303,1.84260456699915
3231,1.60029739780351
4583,1.68368625913616
579,1.24426210184632
8140,1.14632934544684
4684,1.71645179977847
2375,1.07493160519787
2305,1.259609149527
5708,1.46342288958151
107,1.24837010883951
4807,1.52666990377529
2497,1.75644363268772
4142,1.05686594210735
4437,1.26835720415849
5959,1.50078202389996
8540,1.63635636186236
3425,1.46235334745289
8078,1.3869882922779
3618,1.51578622147108
5923,1.04667730103753
6259,1.36189748813813
2228,1.07213852324327
5993,1.88023059030017
1050,1.19931644505584
841,1.25334626712298
2610,1.41174765105872
3359,1.39577861022672
8385,1.11693040360097
1221,1.18250269204425
2120,1.23917573696129
4126,1.3165392522568
7737,1.24256174388457
2902,1.82056119214107
8242,1.36187676373933
7778,1.0491635922239
7719,1.37374367146161
3809,1.10467559238684
7617,1.42607196548924
6995,1.32100755141329
8387,1.60890949268689
206,1.15396611801742
5036,1.21067260928787
5073,1.74806456218564
769,1.71537961781938
1728,1.12313803957496
6548,2.08470939387419
1167,1.65599929829215
6040,1.50360675409017
7195,1.32752772456935
6920,1.07170133823171
3466,1.17634175168608
7704,1.049395379511
7017,1.17701706133921
1465,1.50715291778495
7277,1.06698070292101
6413,1.36403927217435
3053,1.68404663434003
3929,1.23128122650422
3860,1.24208813838213
1130,1.35626989763708
5195,2.61752748470244
8246,1.60118975062966
7522,1.35242703547835
2175,1.54064906591897
5191,2.10072435945761
8383,1.43010463867337
6519,1.75164598876988
3902,1.25948555910788
3515,1.26846885740369
3389,1.12479202336515
7532,2.04659749437814
8668,1.28690043379922
7039,1.1740684458394
1711,1.36412452223059
7700,1.65322015871156
2269,1.20046112393915
6984,1.46410325390498
3199,1.37395624675339
7511,1.2971053311124
2433,1.60897601226306
882,1.12371121685282
1399,1.27254488053401
1207,1.14262558951241
5888,1.24839398620926
