"","YEAR","BACHELORS","econ","rate","Total_Men","Total_Women","Total"
"1",1995,"Arts & Humanities","gdp_trils",7.639749,87965,123322,211287
"2",1995,"Arts & Humanities","unemploy",5.65,87965,123322,211287
"3",1995,"Business & Management","gdp_trils",7.639749,126365,117366,243731
"4",1995,"Business & Management","unemploy",5.65,126365,117366,243731
"5",1995,"Education","gdp_trils",7.639749,29414,84478,113892
"6",1995,"Education","unemploy",5.65,29414,84478,113892
"7",1995,"Engineering","gdp_trils",7.639749,70435,18115,88550
"8",1995,"Engineering","unemploy",5.65,70435,18115,88550
"9",1995,"Grand total","gdp_trils",7.639749,535370,647410,1182780
"10",1995,"Grand total","unemploy",5.65,535370,647410,1182780
"11",1995,"Health & Medical","gdp_trils",7.639749,14763,66818,81581
"12",1995,"Health & Medical","unemploy",5.65,14763,66818,81581
"13",1995,"Natural Sciences","gdp_trils",7.639749,49089,45523,94612
"14",1995,"Natural Sciences","unemploy",5.65,49089,45523,94612
"15",1995,"Other/Unknown","gdp_trils",7.639749,83440,86582,170022
"16",1995,"Other/Unknown","unemploy",5.65,83440,86582,170022
"17",1995,"Social & Behavioral Sciences","gdp_trils",7.639749,73899,105206,179105
"18",1995,"Social & Behavioral Sciences","unemploy",5.65,73899,105206,179105
"19",1996,"Arts & Humanities","gdp_trils",8.073122,87383,123921,211304
"20",1996,"Arts & Humanities","unemploy",5.451,87383,123921,211304
"21",1996,"Business & Management","gdp_trils",8.073122,121126,115076,236202
"22",1996,"Business & Management","unemploy",5.451,121126,115076,236202
"23",1996,"Education","gdp_trils",8.073122,30359,83915,114274
"24",1996,"Education","unemploy",5.451,30359,83915,114274
"25",1996,"Engineering","gdp_trils",8.073122,69665,18150,87815
"26",1996,"Engineering","unemploy",5.451,69665,18150,87815
"27",1996,"Grand total","gdp_trils",8.073122,528791,652846,1181637
"28",1996,"Grand total","unemploy",5.451,528791,652846,1181637
"29",1996,"Health & Medical","gdp_trils",8.073122,15753,69877,85630
"30",1996,"Health & Medical","unemploy",5.451,15753,69877,85630
"31",1996,"Natural Sciences","gdp_trils",8.073122,51514,48582,100096
"32",1996,"Natural Sciences","unemploy",5.451,51514,48582,100096
"33",1996,"Other/Unknown","gdp_trils",8.073122,80406,86722,167128
"34",1996,"Other/Unknown","unemploy",5.451,80406,86722,167128
"35",1996,"Social & Behavioral Sciences","gdp_trils",8.073122,72585,106603,179188
"36",1996,"Social & Behavioral Sciences","unemploy",5.451,72585,106603,179188
"37",1997,"Arts & Humanities","gdp_trils",8.577554457,86984,123894,210878
"38",1997,"Arts & Humanities","unemploy",5,86984,123894,210878
"39",1997,"Business & Management","gdp_trils",8.577554457,120628,114788,235416
"40",1997,"Business & Management","unemploy",5,120628,114788,235416
"41",1997,"Education","gdp_trils",8.577554457,30747,83808,114555
"42",1997,"Education","unemploy",5,30747,83808,114555
"43",1997,"Engineering","gdp_trils",8.577554457,69226,18355,87581
"44",1997,"Engineering","unemploy",5,69226,18355,87581
"45",1997,"Grand total","gdp_trils",8.577554457,526047,662338,1188385
"46",1997,"Grand total","unemploy",5,526047,662338,1188385
"47",1997,"Health & Medical","gdp_trils",8.577554457,16182,70901,87083
"48",1997,"Health & Medical","unemploy",5,16182,70901,87083
"49",1997,"Natural Sciences","gdp_trils",8.577554457,51851,51600,103451
"50",1997,"Natural Sciences","unemploy",5,51851,51600,103451
"51",1997,"Other/Unknown","gdp_trils",8.577554457,79814,90255,170069
"52",1997,"Other/Unknown","unemploy",5,79814,90255,170069
"53",1997,"Social & Behavioral Sciences","gdp_trils",8.577554457,70615,108737,179352
"54",1997,"Social & Behavioral Sciences","unemploy",5,70615,108737,179352
"55",1998,"Arts & Humanities","gdp_trils",9.062818202,88396,128557,216953
"56",1998,"Arts & Humanities","unemploy",4.511,88396,128557,216953
"57",1998,"Business & Management","gdp_trils",9.062818202,124236,117964,242200
"58",1998,"Business & Management","unemploy",4.511,124236,117964,242200
"59",1998,"Education","gdp_trils",9.062818202,31277,85208,116485
"60",1998,"Education","unemploy",4.511,31277,85208,116485
"61",1998,"Engineering","gdp_trils",9.062818202,69661,18720,88381
"62",1998,"Engineering","unemploy",4.511,69661,18720,88381
"63",1998,"Grand total","gdp_trils",9.062818202,527779,676048,1203827
"64",1998,"Grand total","unemploy",4.511,527779,676048,1203827
"65",1998,"Health & Medical","gdp_trils",9.062818202,15439,70857,86296
"66",1998,"Health & Medical","unemploy",4.511,15439,70857,86296
"67",1998,"Natural Sciences","gdp_trils",9.062818202,51370,53514,104884
"68",1998,"Natural Sciences","unemploy",4.511,51370,53514,104884
"69",1998,"Other/Unknown","gdp_trils",9.062818202,78006,92090,170096
"70",1998,"Other/Unknown","unemploy",4.511,78006,92090,170096
"71",1998,"Social & Behavioral Sciences","gdp_trils",9.062818202,69394,109138,178532
"72",1998,"Social & Behavioral Sciences","unemploy",4.511,69394,109138,178532
"73",1999,"Arts & Humanities","gdp_trils",9.631174489,88968,133281,222249
"74",1999,"Arts & Humanities","unemploy",4.219,88968,133281,222249
"75",1999,"Business & Management","gdp_trils",9.631174489,127095,123735,250830
"76",1999,"Business & Management","unemploy",4.219,127095,123735,250830
"77",1999,"Education","gdp_trils",9.631174489,31582,87252,118834
"78",1999,"Education","unemploy",4.219,31582,87252,118834
"79",1999,"Engineering","gdp_trils",9.631174489,69412,19890,89302
"80",1999,"Engineering","unemploy",4.219,69412,19890,89302
"81",1999,"Grand total","gdp_trils",9.631174489,528388,694935,1223323
"82",1999,"Grand total","unemploy",4.219,528388,694935,1223323
"83",1999,"Health & Medical","gdp_trils",9.631174489,14928,69552,84480
"84",1999,"Health & Medical","unemploy",4.219,14928,69552,84480
"85",1999,"Natural Sciences","gdp_trils",9.631174489,49209,54497,103706
"86",1999,"Natural Sciences","unemploy",4.219,49209,54497,103706
"87",1999,"Other/Unknown","gdp_trils",9.631174489,79277,95842,175119
"88",1999,"Other/Unknown","unemploy",4.219,79277,95842,175119
"89",1999,"Social & Behavioral Sciences","gdp_trils",9.631174489,67917,110886,178803
"90",1999,"Social & Behavioral Sciences","unemploy",4.219,67917,110886,178803
"91",2000,"Arts & Humanities","gdp_trils",10.250947997,91266,140485,231751
"92",2000,"Arts & Humanities","unemploy",3.992,91266,140485,231751
"93",2000,"Business & Management","gdp_trils",10.250947997,134504,133630,268134
"94",2000,"Business & Management","unemploy",3.992,134504,133630,268134
"95",2000,"Education","gdp_trils",10.250947997,31747,88687,120434
"96",2000,"Education","unemploy",3.992,31747,88687,120434
"97",2000,"Engineering","gdp_trils",10.250947997,73892,22587,96479
"98",2000,"Engineering","unemploy",3.992,73892,22587,96479
"99",2000,"Grand total","gdp_trils",10.250947997,538795,720436,1259231
"100",2000,"Grand total","unemploy",3.992,538795,720436,1259231
"101",2000,"Health & Medical","gdp_trils",10.250947997,13171,67679,80850
"102",2000,"Health & Medical","unemploy",3.992,13171,67679,80850
"103",2000,"Natural Sciences","gdp_trils",10.250947997,47105,54764,101869
"104",2000,"Natural Sciences","unemploy",3.992,47105,54764,101869
"105",2000,"Other/Unknown","gdp_trils",10.250947997,80041,98733,178774
"106",2000,"Other/Unknown","unemploy",3.992,80041,98733,178774
"107",2000,"Social & Behavioral Sciences","gdp_trils",10.250947997,67069,113871,180940
"108",2000,"Social & Behavioral Sciences","unemploy",3.992,67069,113871,180940
"109",2001,"Arts & Humanities","gdp_trils",10.581929774,98309,155775,254084
"110",2001,"Arts & Humanities","unemploy",4.731,98309,155775,254084
"111",2001,"Business & Management","gdp_trils",10.581929774,144250,142699,286949
"112",2001,"Business & Management","unemploy",4.731,144250,142699,286949
"113",2001,"Education","gdp_trils",10.581929774,31072,90518,121590
"114",2001,"Education","unemploy",4.731,31072,90518,121590
"115",2001,"Engineering","gdp_trils",10.581929774,79643,24315,103958
"116",2001,"Engineering","unemploy",4.731,79643,24315,103958
"117",2001,"Grand total","gdp_trils",10.581929774,562595,756638,1319233
"118",2001,"Grand total","unemploy",4.731,562595,756638,1319233
"119",2001,"Health & Medical","gdp_trils",10.581929774,12313,63432,75745
"120",2001,"Health & Medical","unemploy",4.731,12313,63432,75745
"121",2001,"Natural Sciences","gdp_trils",10.581929774,46663,55867,102530
"122",2001,"Natural Sciences","unemploy",4.731,46663,55867,102530
"123",2001,"Other/Unknown","gdp_trils",10.581929774,79443,100649,180092
"124",2001,"Other/Unknown","unemploy",4.731,79443,100649,180092
"125",2001,"Social & Behavioral Sciences","gdp_trils",10.581929774,70902,123383,194285
"126",2001,"Social & Behavioral Sciences","unemploy",4.731,70902,123383,194285
"127",2002,"Arts & Humanities","gdp_trils",10.929112955,103676,166044,269720
"128",2002,"Arts & Humanities","unemploy",5.783,103676,166044,269720
"129",2002,"Business & Management","gdp_trils",10.929112955,152613,152846,305459
"130",2002,"Business & Management","unemploy",5.783,152613,152846,305459
"131",2002,"Education","gdp_trils",10.929112955,31013,92380,123393
"132",2002,"Education","unemploy",5.783,31013,92380,123393
"133",2002,"Engineering","gdp_trils",10.929112955,84036,26500,110536
"134",2002,"Engineering","unemploy",5.783,84036,26500,110536
"135",2002,"Grand total","gdp_trils",10.929112955,583766,791260,1375026
"136",2002,"Grand total","unemploy",5.783,583766,791260,1375026
"137",2002,"Health & Medical","gdp_trils",10.929112955,10739,62255,72994
"138",2002,"Health & Medical","unemploy",5.783,10739,62255,72994
"139",2002,"Natural Sciences","gdp_trils",10.929112955,46311,57351,103662
"140",2002,"Natural Sciences","unemploy",5.783,46311,57351,103662
"141",2002,"Other/Unknown","gdp_trils",10.929112955,81224,104814,186038
